author	exact_title	publication_year	volume	issue	pages	document_type	subfield	contemporaneous_review_status	technical_depth_availability	target_line_exclusion_status	full_text_status
Evert W. Beth	E. T. Bell. Men of mathematics. Reprinted edition. Dover Publications, New York1946, xxi + 592 pp.	1947	12	2	62-62	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
E. T. Bell	Men of Mathematics.	1947	12	2	62	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
	F. Paradies. Recht en logica (Law and logic). Amsterdam1946, 55 pp.	1947	12	2	63-64	bibliographical notice / unattributed review	general mathematical logic	review-of-record entry reached; reviewer metadata absent			metadata only; full text not reached
Evert W. Beth	G. F. C. Griss. Idealistische filosofie (Idealistic philosophy). Arnhem1946. 80 pp.	1947	12	2	63-63	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
Evert W. Beth	H. Meyer. Gelijkenis en gelijkheid (Resemblance and identity). Algemeen Nederlands tijdschrift voor wijsbegeerte en psychologie, vol. 38 (1946), pp. 94–103.	1947	12	2	63-63	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
Evert W. Beth	J. Clay. Logica en natuurwetenschap (Logic and natural science). Algemeen Nederlands tijdschrift voor wijsbegeerte en psychologie, vol. 38 (1946), pp. 33–46.	1947	12	2	63-63	review	general mathematical logic	review-of-record entry reached			metadata only; full text not reached
	JSL volume 12 issue 2 Cover and Front matter	1947	12	2	f1-f6	cover/front/back matter	editorial/association apparatus				metadata only; full text not reached
László Kalmár; János Surányi	On the reduction of the decision problem	1947	12	3	65-73	primary technical publication	computability, recursion, and decidability	in-block contemporaneous review entry immediately identified			metadata only; full text not reached
W. V. Quine	On Universals	1947	12	3	74-84	primary technical publication	unclassified from title metadata				metadata only; full text not reached
Ernest Nagel	Max Black. Critical thinking. An introduction to logic and scientific method. Prentice-Hall, Inc., New York1946, xv + 402 pp.	1947	12	3	85-86	review	general mathematical logic	review-of-record entry reached			metadata only; full text not reached
George D. W. Berry	Hans Reichenbach. Introduction á la logistigue. Translated by Henri Savonnet. Actualités scientifiques et industrielles 794. Hermann & C ie , Paris1939, 65 pp.	1947	12	3	86-87	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
George W. Brown	Hermann Weyl. פילוסופיה של המתימטיקה (Philosophy of mathematics). Translated by David Meuhad (Klinghofer). Revised and annotated by Abraham Adolf Fraenkel. The Hebrew University Press Association, Jerusalem1945, 7 + 82 pp.	1947	12	3	87-88	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
Th. Skolem	Jørgen Jørgensen. Indledning til logikken og metodelæren (Introduction to logic and methodology). Ejnar Munksgaard, Copenhagen1942, 88 pp.	1947	12	3	88-89	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
H. E. Vaughan	Archie Blake. A Boolean derivation of the Moore-Osgood theorem. The journal of symbolic logic, vol. 11 (1946), pp. 65–70.	1947	12	3	89-90	review	general mathematical logic	review-of-record entry reached			metadata only; full text not reached
Evert W. Beth	G. Mannoury. Methodologisches und Philosophisches zur Elementar-Mathematik. Van Gorcum & Comp.N. V., Assen, x + 280 pp.	1947	12	3	89-89	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
Max Black	John W. Tukey, conference reporter. The Princeton University bicentennial conference on the problems of mathematics. With a foreword by Solomon Lefschetz. Princeton University bicentennial conferences, series 2 conference 2.Princeton University, Princeton, N.J., 1947, 32 pp.	1947	12	3	89-89	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
S. C. Kleene	Emil L. Post. Recursive unsolvability of a problem of Thue. The journal of symbolic logic, vol. 12 (1947), pp. 1–11.	1947	12	3	90-91	review	computability, recursion, and decidability	review-of-record entry reached			metadata only; full text not reached
Andkzej Mostowski	S. C. Kleene. On the interpretation of intuitionistic number theory. The journal of symbolic logic, vol. 10 (1945), pp. 109–124.	1947	12	3	91-93	review	propositional, many-valued, and modal logic	review-of-record entry reached			metadata only; full text not reached
Andrzej Mostowski	David Nelson. Recursive functions and intuitionistic number theory. Transactions of the American Mathematical Society, vol. 61 (1947), pp. 307–368. See Errata, ibid., p. 556.	1947	12	3	93-94	review	computability, recursion, and decidability	review-of-record entry reached			metadata only; full text not reached
Alonzo Church	Augustin Sesmat and Victor Lalan. Equations dans le corps de Boole et relations entre propositions. Comptes rendus hebdomadaires des séances de l'Académie des Sciences (Paris), vol. 224 (1947), pp. 1043–1045.	1947	12	3	94-94	review	propositional, many-valued, and modal logic	review-of-record entry reached			metadata only; full text not reached
Alonzo Church	Emile Borel. Sür l'illusion des définitions numériques. Comptes rendus hebdomadaires des séances de l'Académie des Sciences (Paris), vol. 224 (1947), pp. 766–767.	1947	12	3	94-94	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
Alonzo Church	J. Billing. A failure of the Bolzano-Weierstrass lemma. Arkiv för matematik, astronomi och fysik, vol. 34B (1947), no. 11, 2 pp.	1947	12	3	94-94	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
Alonzo Church	Paul Dubreil. Algèbre. Tome I. Équivalences, opérations, groupes, anneaux, corps.Cahiers scientifiques no. 20. Gauthier-Villars, Paris1946, X + 305 pp	1947	12	3	94-94	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
Alonzo Church	The Three Basic Directions in the Foundations of Mathematics.	1947	12	3	94	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
Alonzo Church	. (The three basic directions in the foundations of mathematics). (Bulletin de la Société Mathématique de Gréce), vol. 21 (1941), pp. 67–103.	1947	12	3	94-95	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
Max Black	Karl Dürr. Alle und neue Logik. Jahrbuch der Schweizerischen Philosophischen Gesellschaft—Annuaire de la Société Suisse de Philosophie, vol. 2 (1942), pp. 104–122.	1947	12	3	95-95	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
Oiva Ketonen	R. Feys. Les méthodes récentes de déduction naturelle. Revue philosophique de Louvain, vol. 44 (1946), pp. 370–400.	1947	12	3	95-95	review	proof theory and formal systems	review-of-record entry reached			metadata only; full text not reached
W. V. Quine	Ruth C. Barcan. The deduction theorem in a functional calculus of first order based on strict implication. The journal of symbolic logic, vol. 11 (1946), pp. 115–118.	1947	12	3	95-95	review	propositional, many-valued, and modal logic	review-of-record entry reached			metadata only; full text not reached
W. V. Quine	Ruth C. Barcan. The identity of individuals in a strict functional calculus of second order. The journal of symbolic logic, vol. 12 (1947), pp. 12–15.	1947	12	3	95-96	review	proof theory and formal systems	review-of-record entry reached			metadata only; full text not reached
Alonzo Church	David Rynin. A critical essay on Johnson's philosophy of language. Alexander Bryan Johnson's A treatise on language, edited, and with a critical essay on his philosophy of language, by David Rynin, University of California Press, Berkeley and Los Angeles1947, pp. 305–430.	1947	12	3	96-98	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
Alonzo Church	Howard F. Fehr. Meaning in algebra. The New Jersey mathematics teacher, vol. 2 no. 3 (1947), pp. 8–11.	1947	12	3	96-96	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
Alonzo Church	Lawrence M. Graves. The theory of functions of real variables. McGraw-Hill Book Company, Inc., New York and London1946, x + 300 pp.	1947	12	3	96-96	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
Alonzo Church	Gerard P. Minoque. The three fundamental laws of thought in their metaphysical and logical aspects. Proceedings of the American Catholic Philosophical Association, vol. 21 (for 1946, pub. 1947), pp. 83–92.	1947	12	3	98-99	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
Alonzo Church	Philotheus Boehner. El sistema de Lógica escolástica. Estudio hislórico y critico. Translated by Matilde Pizarro Crespo. Revista de la Universidad Nacional de Cordoba, vol. 31 (1944), pp. 1599–1620.	1947	12	3	98-98	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
Carl G. Hempel	C. West Churchman. Carnap's ‘On inductive logic.”Philosophy of science, vol. 13 (1946), pp. 339–342.	1947	12	3	99-100	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
Carl G. Hempel	Gustav Bergmann. Remarks on realism. Philosophy of science, vol. 13 (1946), pp 261–273.	1947	12	3	99-99	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
Arthur Francis Smullyan	John Dewey and Arthur F. Bentley. ‘Definition.’The journal of philosophy, vol. 44 (1947), pp. 281–306.	1947	12	3	99-99	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
Nelson Goodman	Everett W. Hall. On the nature of the predicate, “verified.”Philosophy of science, vol. 14 (1947), pp. 123–131.	1947	12	3	100-100	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
Charles A. Baylis	F. Waismann. Are there alternative logics?Proceedings of the Aristotelian Society, n.s. vol. 46 (1945–1946), pp. 77–104.	1947	12	3	100-101	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
Charles A. Baylis	Friedrich Waismann. Verifiability (Part II of a symposium). Aristotelian Society, supplementary volume XIX (1945), pp. 119–150.	1947	12	3	101-101	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
Charles A. Baylis	William Kneale. Truths of logic. Proceedings of the Aristotelian Society, n.s. vol. 46 (1945–1946), pp. 208–234.	1947	12	3	101-101	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
	Victor Lalan. L'anneau de Boole á seize éléments el le calcul des propositions.Comptes rendus hebdomadaires des seances de l'Académie des Sciences (Paris), vol. 224 (1947), pp. 432–434.	1947	12	3	102-104	bibliographical notice / unattributed review	propositional, many-valued, and modal logic	review-of-record entry reached; reviewer metadata absent			metadata only; full text not reached
