author	exact_title	publication_year	volume	issue	pages	document_type	subfield	contemporaneous_review_status	technical_depth_availability	target_line_exclusion_status	full_text_status
John Myhill	Elisabeth Walther. Kleiner Abriss der mathematischen Logik. Berckers kleine Volksbibliothek. Verlag Butzon & Bercker, Kevelaer Rheinland1949, 32 pp.	1951	16	2	158-158	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
	Related Citations	1951	16	2	158-159	citation-linkage matter	editorial/association apparatus				metadata only; full text not reached
	Notice of a meeting of the Association	1951	16	2	160-160	meeting/bibliographical notice	editorial/association apparatus				metadata only; full text not reached
	Problems in symbolic logic	1951	16	2	160-160	problem notice	editorial/association apparatus				metadata only; full text not reached
	JSL volume 16 issue 3 Cover and Back matter	1951	16	3	b1-b2	cover/front/back matter	editorial/association apparatus				metadata only; full text not reached
	JSL volume 16 issue 3 Cover and Front matter	1951	16	3	f1-f2	cover/front/back matter	editorial/association apparatus				metadata only; full text not reached
J. C. Shepherdson	Inner models for set theory—Part I	1951	16	3	161-190	primary technical publication	set theory and foundations			mechanically obvious target-line exclusion from title/metadata	metadata only; full text not reached
R. M. Martin; J. H. Woodger	Toward an inscriptional semantics	1951	16	3	191-203	primary technical publication	model theory and semantics	in-block contemporaneous review entry immediately identified			metadata only; full text not reached
Alan Rose	Strong completeness of fragments of the propositional calculus	1951	16	3	204-204	primary technical publication	model theory and semantics	in-block contemporaneous review entry immediately identified			metadata only; full text not reached
Ernest H. Hutten	Rudolf Carnap. Logical foundations of probability. The University of Chicago Press, Chicago1950, xvii + 607 pp.	1951	16	3	205-208	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
Ernest H. Hutten; D. R. Cousin	Carnap's Theories of Truth.	1951	16	3	207	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
Alonzo Church	Leonard Linsky. On using inverted commas. Methodos, vol. 2 no. 6–7 (1950), pp. 232–236.	1951	16	3	208-209	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
Carl G. Hempel	Paul Wienpahl. Dewey's theory of language and meaning. John Dewey: philosopher of science and freedom, a symposium, edited by Sidney Hook, The Dial Press, New York1950, pp. 271–288.	1951	16	3	209-209	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
Carl G. Hempel	Wilfrid Sellars. Language, rules and behavior. John Dewey: philosopher of science and freedom, a symposium, edited by Sidney Hook, The Dial Press, New York1950, pp. 289–315.	1951	16	3	209-210	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
Carl G. Hempel	Morton G. White. The analytic and the synthetic: an untenable dualism. John Dewey: philosopher of science and freedom, a symposium, edited by Sidney Hook, The Dial Press, New York1950, pp. 316–330.	1951	16	3	210-211	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
Carl G. Hempel	Arthur Pap. The philosophical analysis of natural language. Methodos, vol. 1 (1949) pp. 344–369.	1951	16	3	211-211	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
J. F. Thomson	C.D. Rollins. The philosophical denial of sameness of meaning. Analysis, vol. 11 no. 2 (1950), pp. 38–45. - Arthur Smullyan. Φ-symbols. Analysis, vol. 11 no. 3 (1951), pp. 69–72.	1951	16	3	211-212	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
J. F. Thomson	Robert A. Price. A note on likeness of meaning. Analysis, vol. 11 no. 1 (1950), pp. 18–19.	1951	16	3	212-212	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
Nicholas Rescher; J. F. Thomson	Veli Valpola. Über Namen. Eine logische Untersuchung. Annales Academiae Scientiarum Fennicae, series B, vol. 68, no. 1. Helsinki1950, 21 pp.	1951	16	3	212-213	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
Leon Henkin	Hugues Leblanc. On definitions. Philosophy of science, vol. 17 (1950), pp. 302–309.	1951	16	3	213-214	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
Leon Henkin	Hugues Leblanc. The semiotic function of predicates. The journal of philosophy, vol. 46 (1949), pp. 838–844.	1951	16	3	213-213	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
Leon Henkin	James K. Feibleman. Class-membership and the ontological problem. Philosophy of science, vol. 17 (1950), pp. 254–259.	1951	16	3	213-213	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
W. V. Quine	Definición. Episteme (Buenos Aires), no. 1 (1947), pp. 24–26.	1951	16	3	214-214	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
W. V. Quine	Luciano Allende Lezama and Armando Asti Vera. El concepto de inversión en et pensamiento. Episteme (Buenos Aires), no. 1 (1947), pp. 11–23.	1951	16	3	214-214	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
Andrzej Mostowski	A. Markov. Névožmoinost' nékotoryh algoritmov v téorii associativnyh sistém (Impossibility of certain algorithms in the theory of associative systems). Doklady Akadémii Nauk SSSR, vol. 77 (1951), pp. 19–20.	1951	16	3	215-215	review	computability, recursion, and decidability	review-of-record entry reached			metadata only; full text not reached
Th. Skolem	László Kalmár and János Surányi. On the decision problem. Third paper. Pepis prefix, a single binary predicate. The journal of symbolic logic, vol. 15 (1950), pp. 161–173.	1951	16	3	215-216	review	general mathematical logic	review-of-record entry reached			metadata only; full text not reached
R. C. Lyndon	Alfred Horn. On sentences which are true of direct unions of algebras. The journal of symbolic logic, vol. 16 (1951), pp. 14–21.	1951	16	3	216-217	review	general mathematical logic	review-of-record entry reached			metadata only; full text not reached
J. Barkley Rosser	Hao Wang. Set-theoretical basis for real numbers. The journal of symbolic logic, vol. 15 (1950), pp. 241–247.	1951	16	3	216-216	review	set theory and foundations	review-of-record entry reached			metadata only; full text not reached
S. C. Kleene	Rózsa Peter. Zum Begriff der rekursiven reellen Zahl. Acta scientiarum mathematicarum, vol. 12 part A (1950), pp. 239–245.	1951	16	3	216-216	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
R. M. Robinson	Rózsa Péter. Zusammenhang der mehrfachen und transfiniten Rekursionen. The journal of symbolic logic, vol. 15 (1950), pp. 248–272.	1951	16	3	216-216	review	general mathematical logic	review-of-record entry reached			metadata only; full text not reached
W. V. Quine	John Myhill. Report on some investigations concerning the consistency of the axiom of reducibility. The journal of symbolic logic, vol. 16 (1951), pp. 35–42.	1951	16	3	217-218	review	proof theory and formal systems	review-of-record entry reached			metadata only; full text not reached
G. Zubieta R	G. Hasenjaeger. Ein Beitrag zur Ordnungstheorie. Archiv für mathematische Logik und Grundlagenforschung, vol. 1 no. 1 (1950), pp. 30–31; - G. Hasenjaeger. Ein Beitrag zur Ordnungstheorie. Archiv für Philosophie, vol. 4 no. 1 (1950), pp. 110–111.	1951	16	3	218-218	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
Paul Bernays	J. C. C. McKinsey. A new definition of truth. Synthese, vol. 7 (1948–1949), pp. 428–433.	1951	16	3	218-220	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
G. Zubieta R	Karl Schröter. Der Nutzen der mathemalischen Logik für die Mathematik. Archiv für mathematische Logik und Grundlagenforschung, vol. 1 no. 1 (1950), pp. 2–16; also Archiv für Philosophie, vol. 4 no. 1 (1950), pp. 82-96.	1951	16	3	218-218	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
Frederic B. Fitch	M. A. MacConaill. Causality in embryology. Dominican studies, vol. 3 (1950), pp. 220–235.	1951	16	3	218-218	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
Paul Bernays	Th. Skolem. A remark on the induction scheme. Det Kongelige Norske Videnskabers Selskab, Forhandlinger, vol. 22 (1950), pp. 167–170.	1951	16	3	220-221	review	model theory and semantics	review-of-record entry reached			metadata only; full text not reached
Johannes Bendiek	I. M. Bochenski. On the syntactical categories. The new scholasticism, Bd. 23 (1949), S. 257–280.	1951	16	3	221-222	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
Wilhelm Ackermann	Kurt Schütte. Beweistheoretische Erfassung der unendlichen Induktion in der Zahlen-theorie. Mathematische Annalen, Bd. 122 Heft 5 (1951), S. 369–389.	1951	16	3	221-221	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
Paul Kustaanheimo	Josef Lense. Vom Wesen der Mathematik und ihren Grundlagen. Leibniz Verlag, München1949, 68 S.	1951	16	3	222-223	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
Alonzo Church	H. W. Leggett. Bertrand Russell, O. M. A pictorial biography. Philosophical Library, New York1950, 79 pp.	1951	16	3	223-223	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
Alonzo Church	M. O. Gonzalez and J. D. Mancill. Remarks on natural numbers. The American mathematical monthly, vol. 58 (1951), pp. 186–188.	1951	16	3	223-223	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
Roderick M. Chisholm	A. N. Prior. Categoricals and hypotheticals in George Boole and his successors. The Australasian journal of philosophy, vol. 27 (1949), pp. 171–196.	1951	16	3	224-224	review	model theory and semantics	review-of-record entry reached			metadata only; full text not reached
I. M. Bocheński	Antoinette Virieux-Reymond. La logique et l'épistémologie des stoicïens. Leurs rapports avec: a) La logique d'Aristote b) La logistigue et la pensée contemporaine. Librairie de l'Université, Lausanne1949, 331 pp. - Antoinette Vikieux-Reymond. La logique et l'épistémologie des stoicïens. Leurs rapports avec la logique d'Aristote, la logistique et la pensée contemporaine. Avec une préface de M. Emile Bréhier. Librairie de l'University Lausanne1949, VI + 331 pp. [The same work with an added preface.]	1951	16	3	224-224	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
