author	exact_title	publication_year	volume	issue	pages	document_type	subfield	contemporaneous_review_status	technical_depth_availability	target_line_exclusion_status	full_text_status
C. H. Langford	Reginald Jackson. Are there analytic propositions?Proceedings of the Aristotelian Society, vol. 39 (1938–1939), pp. 185–206.	1941	6	2	68-68	review	propositional, many-valued, and modal logic	review-of-record entry reached			metadata only; full text not reached
Julius Kraft	C. J. Ducasse. Propositions, opinions, sentences, and facts. The journal of philosophy, vol. 37 (1940), pp. 701–711.	1941	6	2	68-69	review	propositional, many-valued, and modal logic	review-of-record entry reached			metadata only; full text not reached
DeWitt H. Parker	Basilio Manià. Il pensiero scientifico di fronte al problema dell' infinito. Aiti della Società Italiana per il Progresso delle Scienze, riunione XXIV, vol. 5 (1936), pp. 352–361. Discussion by Giuseppe Ciampa and Pasquale Barreca, ibid., pp. 361–362. - Beppo Levi. A proposito dell' infinito e delle sue antinomie. Aiti della Società Italiana per il Progresso delle Scienze, riunione XXIV, vol. 5 (1936), pp. 363–367. - Giulio Andreoli. Le anlinomie: loro formazione in matematica, in logica formale, nel ragionamento. Aiti della Società Italiana per il Progresso delle Scienze, riunione XXIV, vol. 5 (1936), pp. 368–373. - Francesco Albèrgamo. La tesi finitista contro l'infinito attuale e potenziale. Aiti della Società Italiana per il Progresso delle Scienze, riunione XXIV, vol. 5 (1936), pp. 374–386.	1941	6	2	69-69	review	proof theory and formal systems	review-of-record entry reached			metadata only; full text not reached
C. H. Langford	Thomas Greenwood. A classical approach to mathematical logic. The Australasian journal of psychology and philosophy, vol. 17 (1939), pp. 1–10.	1941	6	2	69-70	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
C. H. Langford	A. P. Ushenko. The calculus of propositions and self-contradiction. The philosophical review, vol. 48 (1939), pp. 322–325.	1941	6	2	70-70	review	propositional, many-valued, and modal logic	review-of-record entry reached			metadata only; full text not reached
C. C. Dassen	Hans A. Lindemann. Introductión al empirismo radical a base de la lógica moderna. (De Cursos y conferencias , año 7, nos. 5–8.) Colegio Libre de Estudios Superiores [Editorial “Radio Revista”], Buenos Aires1939, 108 pages.	1941	6	2	70-70	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
Frederic B. Fitch	Oliver L. Reiser. The promise of scientific humanism. Toward a unification of scientific, religious, social and economic thought. Oskar Piest, New York1940, xviii + 364 pp.	1941	6	2	70-71	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
	Related Citations	1941	6	2	71-72	citation-linkage matter	editorial/association apparatus				metadata only; full text not reached
	JSL volume 6 issue 3 Cover and Front matter	1941	6	3	f1-f4	cover/front/back matter	editorial/association apparatus				metadata only; full text not reached
	Errata	1941	6	3	iv-iv	errata	editorial/association apparatus				metadata only; full text not reached
Alfred Tarski	On the calculus of relations	1941	6	3	73-89	primary technical publication	algebraic logic	in-block contemporaneous review entry immediately identified			metadata only; full text not reached
Ray H. Dotterer	A generalization of the antilogism	1941	6	3	90-95	primary technical publication	unclassified from title metadata	in-block contemporaneous review entry immediately identified			metadata only; full text not reached
Barkley Rosser	The independence of Quine's axioms *200 and *201	1941	6	3	96-97	primary technical publication	proof theory and formal systems	in-block contemporaneous review entry immediately identified			metadata only; full text not reached
Evert W. Beth	Wilhelm Burkamp. Wirklichkeit und Sinn. Junker und Dünnhaupt, Berlin1938, zwei Bände, 327, 538 S.	1941	6	3	98-99	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
William Barrett	Annibale Pastore. Logica sperimentale. Nuovi saggi di logica del potenziamento. Calcolo psico-fisico a tre variabile. With an appendix by Pietro Mosso. Alfredo Rondinella, Naples1939, xvi + 344 pp.	1941	6	3	99-100	review	general mathematical logic	review-of-record entry reached			metadata only; full text not reached
Charles A. Baylis	Willard van Orman Quine. Elementary logic. Ginn and Company, Boston1941, vi + 170 pp.	1941	6	3	99-99	review	general mathematical logic	review-of-record entry reached			metadata only; full text not reached
S. C. Kleene	Haskell B. Curry. Some aspects of the problem of mathematical rigor. Bulletin of the American Mathematical Society, vol. 47 (1941), pp. 221–241.	1941	6	3	100-102	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
Barkley Rosser	E. R. Stabler. Sets of postulates for Boolean rings. The American mathematical monthly, vol. 48 (1941), pp. 20–28.	1941	6	3	102-102	review	proof theory and formal systems	review-of-record entry reached			metadata only; full text not reached
J. C. C. McKinsey	Frederic B. Fitch. Closure and Quine's *101. The journal of symbolic logic, vol. 6 (1941), pp. 18–22.	1941	6	3	102-102	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
J. C. C. McKinsey	George D. W. Berry. On Quine's axioms of quantification. The journal of symbolic logic, vol. 6 (1941), pp. 23–27.	1941	6	3	102-102	review	proof theory and formal systems	review-of-record entry reached			metadata only; full text not reached
Shizuo Kakutani	Jiro Hirano. Kansû, gainen ni tuite (On the concept of a function). Journal of the Mathematical Association of Japan for Secondary Education, vol. 23 (1941), pp. 1–8.	1941	6	3	102-103	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
Charles A. Baylis	Harold R. Smart. The unit of discourse. The philosophical review, vol. 50 (1941), pp. 268–288.	1941	6	3	103-103	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
Charles A. Baylis	Julius R. Weinberg. On ‘This is white.’ A rejoinder. The philosophical review, vol. 50 (1941), pp. 317–320.	1941	6	3	103-103	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
Charles A. Baylis	O. K. Bouwsma. On ‘This is white.’The philosophical review, vol. 48 (1939), pp. 71–73.	1941	6	3	103-103	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
Carl G. Hempel	William Barrett. On Dewey's logic. The philosophical review, vol. 50 (1941), pp. 305–315.	1941	6	3	103-103	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
C. H. Langford	A. M. MacIver. More about some old logical puzzles. Analysis, vol. 6 (1938–1939), pp. 63–68.	1941	6	3	104-104	review	general mathematical logic	review-of-record entry reached			metadata only; full text not reached
C. H. Langford	C. H. Whiteley. On meaning and verifiability. Analysis, vol. 6 (1938–1939) pp. 79–86.	1941	6	3	104-104	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
Alonzo Church	Karl Dürr. Die mathemalische Logik des Arnold Geulincx. The journal of unified science (Erkenntnis), vol. 8 (1939–1940), pp. 361–368.	1941	6	3	104-104	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
J. Kraft	E. W. Beth. Wijsbegeerte der wiskunde (Philosophy of mathematics). Euclides, vol. 17 (1940–1941), pp. 141–158.	1941	6	3	104-105	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
Carl G. Hempel	Alf Ross. Imperatives and logic. Theoria, vol. 7 (1941), pp. 53–71.	1941	6	3	105-106	review	general mathematical logic	review-of-record entry reached			metadata only; full text not reached
Alonzo Church	Claro C. Dassen. Sobre una objeción a la Lógica Brouweriana. Anales de la Academia Nacional de Ciencias Exactas, Físicas y Naturales de Buenos Aires, vol. 4 (1939) pp. 7–20.	1941	6	3	106-107	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
Ernest Nagel	Hilda Geiringer. Zu “Bemerkungen zur Hypothesenwahrscheinlickheit.” The journal of unified science (Erkenntnis), vol. 8 (1939–1940), pp. 352–353.	1941	6	3	107-107	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
Ernest Nagel	Bela Juhos. Empirische Sätze und und logische Konstanten. The journal of unified science (Erkenntnis), vol. 8 (1939–1940), pp. 354–360.	1941	6	3	107-108	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
Alonzo Church	Alfred J. Ayer. The foundations of empirical knowledge. Macmillan & Co., London1940; The Macmillan Company, New York 1940; x + 276 pp.	1941	6	3	108-108	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
Alonzo Church	C. J. Ducasse. Some observations concerning the nature of probability. The journal of philosophy, vol. 38 (1941), pp. 393–403.	1941	6	3	108-109	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
Alonzo Church	Barkley Rosser. On the many-valued logics. American journal of physics, vol. 9 (1941), pp. 207–212.	1941	6	3	109-109	review	propositional, many-valued, and modal logic	review-of-record entry reached			metadata only; full text not reached
Charles A. Baylis	Roderick M. Chisholm. Sextus Empiricus and modern empiricism. Philosophy of science, vol. 8 (1941), pp. 371–384.	1941	6	3	109-109	review	philosophy, language, and inductive logic	review-of-record entry reached			metadata only; full text not reached
W. V. Quine	Vicente F. da Silva. Elementos de logica matematica. São Paulo, Brazil, 1940, 116 pp.	1941	6	3	109-110	review	general mathematical logic	review-of-record entry reached			metadata only; full text not reached
Rózsa Péter	László Kalmár. A Hilbert-féle bizonyításelmélet célkitüzései, módszerei és eredményei (Zielsetzungen, Methoden und Ergebnisse der Hilbertschen Beweistheorie). Ungarisch mit deutschem Auszug. Matematikai és fizihai lapok, Bd. 48 (1941), S. 65–119.	1941	6	3	110-111	review	unclassified from title metadata	review-of-record entry reached			metadata only; full text not reached
László Kalmár	Rózsa Péter. Az axiomatikus módszer korlátai (The bounds of the axiomatic method). Hungarian with German abstract. Matematikai és fizihai lapok, Bd. 48 (1941), pp. 120–143.	1941	6	3	111-111	review	proof theory and formal systems	review-of-record entry reached			metadata only; full text not reached
Paul Bernays	Kurt Gödel. The consistency of the axiom of choice and of the generalized continuum-hypothesis with the axioms of set theory. (Lectures delivered at the Institute for Advanced Study 1938–1939; notes by George W. Brown.) Annals of Mathematics studies, no. 3. Lithoprinted. Princeton University Press, Princeton1940, 66 pp.	1941	6	3	112-114	review	set theory and foundations	review-of-record entry reached		mechanically obvious target-line exclusion from title/metadata	metadata only; full text not reached
H. E. Vaughan	Emil L. Post. The two-valued iterative systems of mathematical logic. Annals of Mathematics studies, no. 5. Lithoprinted. Princeton University Press, Princeton1941, 122 pp.	1941	6	3	114-115	review	general mathematical logic	review-of-record entry reached			metadata only; full text not reached
